name,position,minutes_played,passes_completed,passes_total,shots,xg,ball_recoveries,pressures,dribbles_won,passes_completed_p90,passes_total_p90,shots_p90,xg_p90,ball_recoveries_p90,pressures_p90,dribbles_won_p90
Francisco Javier Guerrero Martín,Right Midfield,183,45.0,58.0,0.0,0.0,6.0,44.0,0.0,22.13,28.52,0.0,0.0,2.95,21.64,0.0
Francisco Javier Hidalgo Gómez,Right Midfield,95,7.0,12.0,1.0,0.01992774,3.0,2.0,1.0,6.63,11.37,0.95,0.02,2.84,1.89,0.95
Francisco Javier Rodríguez Vílchez,Right Midfield,164,25.0,36.0,0.0,0.0,1.0,3.0,0.0,13.72,19.76,0.0,0.0,0.55,1.65,0.0
Francisco Javier Sánchez Broto,Goalkeeper,92,10.0,20.0,0.0,0.0,4.0,0.0,0.0,9.78,19.57,0.0,0.0,3.91,0.0,0.0
Francisco Javier Vicente Navarro,Right Center Back,94,33.0,36.0,0.0,0.0,1.0,12.0,0.0,31.6,34.47,0.0,0.0,0.96,11.49,0.0
Francisco Javier Yeste Navarro,Center Attacking Midfield,586,163.0,243.0,7.0,1.0269817,33.0,75.0,14.0,25.03,37.32,1.08,0.16,5.07,11.52,2.15
Francisco Jesús Pérez Malia,Right Back,543,131.0,184.0,1.0,0.04892991,32.0,74.0,11.0,21.71,30.5,0.17,0.01,5.3,12.27,1.82
Francisco Jiménez Tejada,Center Forward,218,35.0,52.0,2.0,0.47104121,3.0,43.0,0.0,14.45,21.47,0.83,0.19,1.24,17.75,0.0
Francisco Joaquín Pérez Rufete,Right Wing,149,27.0,42.0,0.0,0.0,5.0,37.0,3.0,16.31,25.37,0.0,0.0,3.02,22.35,1.81
Francisco José Beltrán Peinado,Right Center Midfield,367,141.0,155.0,3.0,0.138330075,10.0,57.0,1.0,34.58,38.01,0.74,0.03,2.45,13.98,0.25
Francisco José Molinero Calderón,Right Back,1695,480.0,641.0,7.0,0.2845212847,50.0,178.0,5.0,25.49,34.04,0.37,0.02,2.65,9.45,0.27
Francisco José Olivas Alba,Right Center Back,362,141.0,151.0,2.0,0.28877257700000003,20.0,41.0,4.0,35.06,37.54,0.5,0.07,4.97,10.19,0.99
Francisco José Perdomo Borges,Right Midfield,651,91.0,124.0,4.0,0.18017363,24.0,75.0,10.0,12.58,17.14,0.55,0.02,3.32,10.37,1.38
Francisco José Sánchez Rodríguez,Right Midfield,363,83.0,128.0,3.0,0.2139229738,22.0,60.0,3.0,20.58,31.74,0.74,0.05,5.45,14.88,0.74
Francisco José Villalba Rodrigo,Center Defensive Midfield,92,3.0,4.0,0.0,0.0,1.0,1.0,0.0,2.93,3.91,0.0,0.0,0.98,0.98,0.0
Francisco Manuel Rico Castro,Left Defensive Midfield,2750,770.0,1009.0,17.0,2.054146195,81.0,361.0,15.0,25.2,33.02,0.56,0.07,2.65,11.81,0.49
Francisco Manuel Vélez Jiménez,Left Center Back,92,10.0,14.0,1.0,0.0999679,3.0,10.0,0.0,9.78,13.7,0.98,0.1,2.93,9.78,0.0
Francisco Medina Luna,Right Wing,1638,252.0,417.0,25.0,1.6858605431,61.0,180.0,25.0,13.85,22.91,1.37,0.09,3.35,9.89,1.37
Francisco Miguel Varela Martín,Left Back,1230,395.0,542.0,6.0,0.45565073,30.0,93.0,3.0,28.9,39.66,0.44,0.03,2.2,6.8,0.22
Francisco Montañés Claverías,Right Midfield,782,90.0,123.0,6.0,0.39878793700000004,11.0,99.0,7.0,10.36,14.16,0.69,0.05,1.27,11.39,0.81
Francisco Mérida Pérez,Right Center Midfield,123,34.0,47.0,0.0,0.0,7.0,55.0,2.0,24.88,34.39,0.0,0.0,5.12,40.24,1.46
Francisco Peña Romero,Left Back,466,136.0,192.0,0.0,0.0,29.0,100.0,11.0,26.27,37.08,0.0,0.0,5.6,19.31,2.12
Francisco Portillo Soler,Left Midfield,2151,534.0,665.0,6.0,0.345699019,82.0,265.0,41.0,22.34,27.82,0.25,0.01,3.43,11.09,1.72
Francisco Puñal Martínez,Right Defensive Midfield,1187,302.0,440.0,3.0,0.1180709107,46.0,171.0,5.0,22.9,33.36,0.23,0.01,3.49,12.97,0.38
Francisco Román Alarcón Suárez,Left Center Midfield,3453,1384.0,1622.0,51.0,4.4659381400000004,151.0,576.0,98.0,36.07,42.28,1.33,0.12,3.94,15.01,2.55
Francisco Sebastián Nadal Martorell,Left Wing,184,19.0,38.0,1.0,0.051036354,3.0,20.0,1.0,9.29,18.59,0.49,0.02,1.47,9.78,0.49
Franco Costanzo,Goalkeeper,92,13.0,29.0,0.0,0.0,8.0,2.0,0.0,12.72,28.37,0.0,0.0,7.83,1.96,0.0
Franco Damián Vázquez,Center Attacking Midfield,500,106.0,134.0,10.0,1.2356245319999999,27.0,96.0,4.0,19.08,24.12,1.8,0.22,4.86,17.28,0.72
Franco Zuculini,Right Midfield,150,32.0,51.0,1.0,0.010140358,14.0,55.0,5.0,19.2,30.6,0.6,0.01,8.4,33.0,3.0
Fredson Câmara Pereira,Left Defensive Midfield,92,23.0,30.0,3.0,0.09155129499999999,9.0,12.0,2.0,22.5,29.35,2.93,0.09,8.8,11.74,1.96
Fredy Hinestroza Arias,Center Attacking Midfield,90,31.0,37.0,2.0,0.21300707,2.0,34.0,2.0,31.0,37.0,2.0,0.21,2.0,34.0,2.0
Frenkie de Jong,Right Center Midfield,5078,3628.0,3946.0,18.0,4.832990013,208.0,599.0,79.0,64.3,69.94,0.32,0.09,3.69,10.62,1.4
Frédéric Oumar Kanouté,Left Center Forward,959,233.0,333.0,24.0,4.656342307,40.0,85.0,20.0,21.87,31.25,2.25,0.44,3.75,7.98,1.88
Fábio Alexandre da Silva Coentrão,Left Back,243,60.0,82.0,0.0,0.0,15.0,49.0,1.0,22.22,30.37,0.0,0.0,5.56,18.15,0.37
Fábio Ricardo Gomes Fonseca,Right Wing,182,45.0,55.0,2.0,0.046949167,0.0,7.0,1.0,22.25,27.2,0.99,0.02,0.0,3.46,0.49
Gabriel Alejandro Milito,Left Center Back,3666,2128.0,2438.0,20.0,2.541270181,223.0,265.0,17.0,52.24,59.85,0.49,0.06,5.47,6.51,0.42
Gabriel Andrei Torje,Right Wing,228,39.0,64.0,4.0,0.160940195,15.0,79.0,2.0,15.39,25.26,1.58,0.06,5.92,31.18,0.79
Gabriel Appelt Pires,Left Defensive Midfield,361,107.0,140.0,8.0,0.4930838875,23.0,130.0,8.0,26.68,34.9,1.99,0.12,5.73,32.41,1.99
Gabriel Armando de Abreu,Left Center Back,809,186.0,223.0,4.0,0.7743699500000001,24.0,51.0,0.0,20.69,24.81,0.44,0.09,2.67,5.67,0.0
Gabriel Fernández Arenas,Right Defensive Midfield,4562,2337.0,2927.0,28.0,0.7906113801,355.0,1189.0,38.0,46.1,57.74,0.55,0.02,7.0,23.46,0.75
Gabriel Francisco García de la Torre,Right Back,520,80.0,97.0,2.0,0.085642027,16.0,70.0,4.0,13.85,16.79,0.35,0.01,2.77,12.12,0.69
Gabriel Iván Mercado,Right Back,231,51.0,65.0,2.0,0.199260449,8.0,39.0,1.0,19.87,25.32,0.78,0.08,3.12,15.19,0.39
Gabriel Matías Fernández Leites,Left Center Midfield,91,5.0,5.0,0.0,0.0,1.0,2.0,0.0,4.95,4.95,0.0,0.0,0.99,1.98,0.0
Gaizka Bergara Picaza,Right Center Back,91,2.0,3.0,0.0,0.0,0.0,2.0,0.0,1.98,2.97,0.0,0.0,0.0,1.98,0.0
Gaizka Toquero Pinedo,Center Attacking Midfield,602,28.0,55.0,5.0,0.42076220200000003,6.0,72.0,1.0,4.19,8.22,0.75,0.06,0.9,10.76,0.15
Gaku Shibasaki,Left Midfield,185,32.0,43.0,3.0,0.114526989,9.0,75.0,0.0,15.57,20.92,1.46,0.06,4.38,36.49,0.0
Gareth Frank Bale,Right Wing,2494,722.0,978.0,95.0,10.0121107524,78.0,310.0,46.0,26.05,35.29,3.43,0.36,2.81,11.19,1.66
Garry Mendes Rodrigues,Left Midfield,185,34.0,44.0,4.0,0.293627214,11.0,55.0,2.0,16.54,21.41,1.95,0.14,5.35,26.76,0.97
Gary Alexis Medel Soto,Left Defensive Midfield,395,127.0,147.0,3.0,0.0358801843,32.0,130.0,2.0,28.94,33.49,0.68,0.01,7.29,29.62,0.46
Gaspar Gálvez Burgos,Left Center Midfield,184,36.0,57.0,1.0,0.009946509,11.0,19.0,2.0,17.61,27.88,0.49,0.0,5.38,9.29,0.98
Gaël Kakuta,Right Wing,391,55.0,91.0,2.0,0.052170404000000004,25.0,56.0,15.0,12.66,20.95,0.46,0.01,5.75,12.89,3.45
Geoffrey Kondogbia,Left Defensive Midfield,813,180.0,206.0,3.0,0.08032009200000001,40.0,164.0,2.0,19.93,22.8,0.33,0.01,4.43,18.15,0.22
George Lucas Coser,Right Back,93,30.0,33.0,1.0,0.009386727,2.0,6.0,0.0,29.03,31.94,0.97,0.01,1.94,5.81,0.0
Gerard Autet Serrabasa,Right Center Back,148,22.0,32.0,0.0,0.0,3.0,19.0,1.0,13.38,19.46,0.0,0.0,1.82,11.55,0.61
Gerard Deulofeu Lázaro,Right Midfield,991,234.0,304.0,8.0,1.010527572,24.0,121.0,10.0,21.25,27.61,0.73,0.09,2.18,10.99,0.91
Gerard Gumbau Garriga,Left Defensive Midfield,455,26.0,32.0,1.0,0.01146323,3.0,44.0,0.0,5.14,6.33,0.2,0.0,0.59,8.7,0.0
Gerard Moreno Balaguero,Center Forward,3450,644.0,900.0,69.0,9.2934122275,111.0,509.0,69.0,16.8,23.48,1.8,0.24,2.9,13.28,1.8
Gerard Piqué Bernabéu,Right Center Back,29516,19154.0,21162.0,181.0,26.4124800641,1628.0,2177.0,96.0,58.4,64.53,0.55,0.08,4.96,6.64,0.29
Gerardo García León,Right Center Midfield,93,24.0,31.0,0.0,0.0,8.0,20.0,4.0,23.23,30.0,0.0,0.0,7.74,19.35,3.87
Germán Alejandro Pezzella,Right Center Back,2447,618.0,844.0,17.0,1.6383144185,82.0,242.0,3.0,22.73,31.04,0.63,0.06,3.02,8.9,0.11
Germán Darío Lux,Goalkeeper,2769,576.0,1093.0,0.0,0.0,143.0,3.0,1.0,18.72,35.53,0.0,0.0,4.65,0.1,0.03
Germán Sánchez Barahona,Left Center Back,330,71.0,90.0,1.0,0.06471101,10.0,24.0,1.0,19.36,24.55,0.27,0.02,2.73,6.55,0.27
Gerónimo Rulli,Goalkeeper,3857,954.0,1509.0,0.0,0.0,181.0,13.0,2.0,22.26,35.21,0.0,0.0,4.22,0.3,0.05
Gheorghe Craioveanu,Left Center Forward,148,12.0,17.0,1.0,0.019355215,1.0,5.0,2.0,7.3,10.34,0.61,0.01,0.61,3.04,1.22
Gianluca Zambrotta,Right Back,3684,1903.0,2136.0,22.0,0.7656700884,189.0,442.0,31.0,46.49,52.18,0.54,0.02,4.62,10.8,0.76
Gianni Michel Eugene Zuiverloon,Right Midfield,92,17.0,23.0,0.0,0.0,1.0,9.0,0.0,16.63,22.5,0.0,0.0,0.98,8.8,0.0
Giedrius Arlauskis,Goalkeeper,227,30.0,71.0,0.0,0.0,12.0,3.0,0.0,11.89,28.15,0.0,0.0,4.76,1.19,0.0
Gilbert Gianelli Imbula Wanga,Right Defensive Midfield,90,34.0,39.0,0.0,0.0,8.0,35.0,0.0,34.0,39.0,0.0,0.0,8.0,35.0,0.0
Giorgi Kochorashvili,Left Midfield,93,2.0,2.0,0.0,0.0,0.0,2.0,0.0,1.94,1.94,0.0,0.0,0.0,1.94,0.0
Giorgios Seitaridis,Right Back,179,66.0,82.0,1.0,0.006088281,12.0,16.0,1.0,33.18,41.23,0.5,0.0,6.03,8.04,0.5
Giovani Lo Celso,Right Center Forward,152,60.0,74.0,6.0,0.407881598,11.0,24.0,2.0,35.53,43.82,3.55,0.24,6.51,14.21,1.18
Giovani dos Santos Ramírez,Right Wing,1872,286.0,363.0,24.0,3.7890208976,38.0,184.0,33.0,13.75,17.45,1.15,0.18,1.83,8.85,1.59
Giovanni van Bronckhorst,Left Back,2818,1140.0,1478.0,21.0,0.5417471653,99.0,361.0,13.0,36.41,47.2,0.67,0.02,3.16,11.53,0.42
Giuseppe Rossi,Left Center Forward,1791,354.0,456.0,42.0,5.3645527145,69.0,307.0,42.0,17.79,22.91,2.11,0.27,3.47,15.43,2.11
Gnégnéri Yaya Touré,Center Defensive Midfield,4874,2931.0,3237.0,38.0,1.886033719,268.0,685.0,82.0,54.12,59.77,0.7,0.03,4.95,12.65,1.51
Gonzalo Cacicedo Verdú,Center Back,92,51.0,51.0,0.0,0.0,2.0,8.0,0.0,49.89,49.89,0.0,0.0,1.96,7.83,0.0
Gonzalo Castro Irizábal,Left Midfield,3000,592.0,919.0,38.0,1.839263278,145.0,375.0,48.0,17.76,27.57,1.14,0.06,4.35,11.25,1.44
Gonzalo Colsa Albendea,Left Defensive Midfield,916,228.0,289.0,3.0,0.17327326399999998,29.0,199.0,2.0,22.4,28.4,0.29,0.02,2.85,19.55,0.2
Gonzalo Escalante,Right Defensive Midfield,3572,1079.0,1478.0,34.0,3.301888771,227.0,943.0,40.0,27.19,37.24,0.86,0.08,5.72,23.76,1.01
Gonzalo Gerardo Higuaín,Right Center Forward,791,105.0,151.0,11.0,1.070720348,21.0,105.0,7.0,11.95,17.18,1.25,0.12,2.39,11.95,0.8
Gonzalo Javier Rodríguez,Right Center Back,643,139.0,195.0,0.0,0.0,29.0,86.0,2.0,19.46,27.29,0.0,0.0,4.06,12.04,0.28
Gonzalo Julián Melero Manzanares,Left Defensive Midfield,417,158.0,179.0,5.0,0.9122439889999999,16.0,104.0,2.0,34.1,38.63,1.08,0.2,3.45,22.45,0.43
Gonzalo Pablo Castellani,Right Midfield,92,6.0,8.0,0.0,0.0,2.0,12.0,1.0,5.87,7.83,0.0,0.0,1.96,11.74,0.98
Gonçalo Manuel Ganchinho Guedes,Left Midfield,347,100.0,135.0,8.0,0.685206975,15.0,75.0,7.0,25.94,35.01,2.07,0.18,3.89,19.45,1.82
Goran Čaušić,Right Defensive Midfield,181,14.0,16.0,0.0,0.0,1.0,46.0,0.0,6.96,7.96,0.0,0.0,0.5,22.87,0.0
Gorka Brit Gallego,Center Forward,147,18.0,23.0,0.0,0.0,2.0,5.0,0.0,11.02,14.08,0.0,0.0,1.22,3.06,0.0
Gorka Elustondo Urkola,Right Defensive Midfield,1313,261.0,329.0,4.0,0.1808258877,33.0,156.0,6.0,17.89,22.55,0.27,0.01,2.26,10.69,0.41
Gorka Iraizoz Moreno,Goalkeeper,4644,1162.0,1915.0,0.0,0.0,257.0,5.0,0.0,22.52,37.11,0.0,0.0,4.98,0.1,0.0
Gorka Larrea García,Left Center Midfield,90,1.0,2.0,0.0,0.0,0.0,11.0,0.0,1.0,2.0,0.0,0.0,0.0,11.0,0.0
Grzegorz Krychowiak,Left Defensive Midfield,2536,1072.0,1285.0,23.0,1.895284184,140.0,436.0,12.0,38.04,45.6,0.82,0.07,4.97,15.47,0.43
Grégory Arnolin,Left Center Back,91,3.0,4.0,0.0,0.0,0.0,14.0,0.0,2.97,3.96,0.0,0.0,0.0,13.85,0.0
Guido Hernán Pizarro,Left Defensive Midfield,183,94.0,102.0,3.0,0.126371855,5.0,33.0,2.0,46.23,50.16,1.48,0.06,2.46,16.23,0.98
Guido Marcelo Carrillo,Right Center Forward,280,13.0,16.0,3.0,0.37173612,1.0,16.0,0.0,4.18,5.14,0.96,0.12,0.32,5.14,0.0
Guido Rodríguez,Left Center Midfield,267,61.0,71.0,0.0,0.0,7.0,40.0,2.0,20.56,23.93,0.0,0.0,2.36,13.48,0.67
Guilherme Antonio Arana Lopes,Left Wing Back,91,42.0,49.0,1.0,0.035078652,8.0,8.0,0.0,41.54,48.46,0.99,0.03,7.91,7.91,0.0
Guilherme Magdalena Siqueira,Left Back,1752,664.0,843.0,9.0,1.9127505922,78.0,203.0,21.0,34.11,43.3,0.46,0.1,4.01,10.43,1.08
Guilherme Oliveira Santos,Left Back,243,48.0,68.0,2.0,0.019428442,13.0,56.0,8.0,17.78,25.19,0.74,0.01,4.81,20.74,2.96
Guilherme dos Santos Torres,Center Defensive Midfield,234,97.0,111.0,4.0,0.056469681,19.0,52.0,2.0,37.31,42.69,1.54,0.02,7.31,20.0,0.77
Guillermo Alfonso Maripán Loaysa,Left Center Back,178,14.0,24.0,0.0,0.0,2.0,19.0,0.0,7.08,12.13,0.0,0.0,1.01,9.61,0.0
Guillermo Ariel Pereyra,Left Center Midfield,91,17.0,21.0,0.0,0.0,3.0,19.0,0.0,16.81,20.77,0.0,0.0,2.97,18.79,0.0
Guillermo Luis Franco Farquarson,Center Forward,173,31.0,38.0,2.0,0.36043243999999997,1.0,19.0,4.0,16.13,19.77,1.04,0.19,0.52,9.88,2.08
Guillermo Sara,Goalkeeper,90,14.0,28.0,0.0,0.0,4.0,0.0,0.0,14.0,28.0,0.0,0.0,4.0,0.0,0.0
Guirane N''Daw,Left Center Midfield,92,11.0,22.0,1.0,0.061502945,8.0,46.0,2.0,10.76,21.52,0.98,0.06,7.83,45.0,1.96
Gustavo Adolfo Munúa Vera,Goalkeeper,622,102.0,208.0,0.0,0.0,39.0,2.0,0.0,14.76,30.1,0.0,0.0,5.64,0.29,0.0
Gustavo Daniel Cabral Cáceres,Right Center Back,3472,1753.0,2008.0,6.0,0.33655172000000005,193.0,471.0,11.0,45.44,52.05,0.16,0.01,5.0,12.21,0.29
Gustavo Enrique Reggi,Center Forward,91,2.0,3.0,3.0,0.35403988000000003,1.0,2.0,0.0,1.98,2.97,2.97,0.35,0.99,1.98,0.0
Gustavo Lionel Siviero,Left Center Back,96,12.0,24.0,0.0,0.0,5.0,7.0,1.0,11.25,22.5,0.0,0.0,4.69,6.56,0.94
Gustavo Nery De Sá Da Silva,Left Wing,91,6.0,7.0,1.0,0.04274141,0.0,0.0,0.0,5.93,6.92,0.99,0.04,0.0,0.0,0.0
Haris Medunjanin,Left Defensive Midfield,305,60.0,76.0,5.0,0.184418142,7.0,32.0,3.0,17.7,22.43,1.48,0.05,2.07,9.44,0.89
Hedwiges Maduro,Left Center Back,510,127.0,155.0,3.0,0.625151284,13.0,73.0,3.0,22.41,27.35,0.53,0.11,2.29,12.88,0.53
Heiko Westermann,Left Center Back,1639,499.0,647.0,15.0,1.432165966,58.0,168.0,5.0,27.4,35.53,0.82,0.08,3.18,9.23,0.27
Henok Goitom,Center Forward,637,78.0,116.0,8.0,0.479421278,17.0,75.0,2.0,11.02,16.39,1.13,0.07,2.4,10.6,0.28
Henrik Larsson,Center Forward,1144,102.0,156.0,24.0,6.061757786,14.0,78.0,8.0,8.02,12.27,1.89,0.48,1.1,6.14,0.63
Henrique Adriano Buss,Left Center Back,359,105.0,121.0,0.0,0.0,19.0,41.0,0.0,26.32,30.33,0.0,0.0,4.76,10.28,0.0
Henrique Sereno Fonseca,Right Center Back,182,35.0,48.0,0.0,0.0,8.0,17.0,0.0,17.31,23.74,0.0,0.0,3.96,8.41,0.0
Hernán Arsenio Pérez González,Right Wing,2998,716.0,1067.0,50.0,4.979070929,170.0,601.0,100.0,21.49,32.03,1.5,0.15,5.1,18.04,3.0
Hernán Daniel Santana Trujillo,Center Defensive Midfield,1614,526.0,617.0,9.0,0.342487177,68.0,191.0,7.0,29.33,34.41,0.5,0.02,3.79,10.65,0.39
Hernán Darío Bernardello,Left Defensive Midfield,361,93.0,135.0,2.0,0.040797376999999996,20.0,111.0,6.0,23.19,33.66,0.5,0.01,4.99,27.67,1.5
Hernán Darío Pellerano,Left Center Back,444,91.0,117.0,0.0,0.0,16.0,59.0,2.0,18.45,23.72,0.0,0.0,3.24,11.96,0.41
Hernâni Jorge Santos Fortes,Left Midfield,93,8.0,12.0,2.0,0.142543491,2.0,3.0,0.0,7.74,11.61,1.94,0.14,1.94,2.9,0.0
Hipólito Fernández Serrano,Left Back,273,77.0,104.0,0.0,0.0,6.0,41.0,0.0,25.38,34.29,0.0,0.0,1.98,13.52,0.0
Hugo Benjamín Ibarra,Right Back,91,22.0,30.0,0.0,0.0,4.0,9.0,0.0,21.76,29.67,0.0,0.0,3.96,8.9,0.0
Hugo Duro Perales,Left Center Forward,92,2.0,4.0,0.0,0.0,0.0,2.0,0.0,1.96,3.91,0.0,0.0,0.0,1.96,0.0
Hugo Fraile Martín,Right Wing,230,21.0,33.0,0.0,0.0,4.0,24.0,0.0,8.22,12.91,0.0,0.0,1.57,9.39,0.0
Hugo Mallo Novegil,Right Back,3979,1722.0,2216.0,14.0,0.5883018506,151.0,766.0,18.0,38.95,50.12,0.32,0.01,3.42,17.33,0.41
Hugo Miguel Almeida Costa Lopes,Right Back,2213,784.0,1048.0,11.0,0.2452282895,87.0,314.0,30.0,31.88,42.62,0.45,0.01,3.54,12.77,1.22
Hugo Miguel Ferreira Gomes Viana,Right Defensive Midfield,93,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0
Hugo Sotelo,Right Center Midfield,92,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0
Héctor Alfredo Moreno Herrera,Left Center Back,685,153.0,199.0,1.0,0.062150963,20.0,31.0,0.0,20.1,26.15,0.13,0.01,2.63,4.07,0.0
Héctor Berenguel del Piño,Right Back,157,59.0,72.0,1.0,0.06294493,5.0,31.0,2.0,33.82,41.27,0.57,0.04,2.87,17.77,1.15
Héctor Font Romero,Center Defensive Midfield,272,17.0,26.0,1.0,0.020552678,4.0,10.0,1.0,5.62,8.6,0.33,0.01,1.32,3.31,0.33
Héctor Hernández Ortega,Left Back,1141,171.0,244.0,4.0,0.216661252,19.0,63.0,3.0,13.49,19.25,0.32,0.02,1.5,4.97,0.24
Héctor Junior Firpo Adames,Left Back,1833,836.0,919.0,6.0,1.335267923,52.0,139.0,13.0,41.05,45.12,0.29,0.07,2.55,6.82,0.64
Héctor Rodas Ramírez,Right Center Back,174,30.0,41.0,0.0,0.0,2.0,11.0,0.0,15.52,21.21,0.0,0.0,1.03,5.69,0.0
Héctor Sánchez Cabrera,Left Back,91,16.0,20.0,0.0,0.0,1.0,23.0,0.0,15.82,19.78,0.0,0.0,0.99,22.75,0.0
Hélder Filipe Oliveira Lopes,Left Back,181,67.0,92.0,2.0,0.044054061,17.0,23.0,3.0,33.31,45.75,0.99,0.02,8.45,11.44,1.49
Hélder Jorge Leal Rodrigues Barbosa,Right Wing,182,9.0,12.0,0.0,0.0,4.0,6.0,2.0,4.45,5.93,0.0,0.0,1.98,2.97,0.99
Hélder Manuel Marques Postiga,Center Forward,365,43.0,55.0,6.0,0.627584426,11.0,39.0,4.0,10.6,13.56,1.48,0.15,2.71,9.62,0.99
Hélder Miguel Do Rosario Data,Left Center Back,184,28.0,36.0,1.0,0.039253015,6.0,10.0,0.0,13.7,17.61,0.49,0.02,2.93,4.89,0.0
Iago Aspas Juncal,Center Forward,3780,981.0,1295.0,102.0,15.2239463533,133.0,592.0,45.0,23.36,30.83,2.43,0.36,3.17,14.1,1.07
Iago Bouzón Amodeo,Right Back,272,67.0,101.0,0.0,0.0,14.0,38.0,2.0,22.17,33.42,0.0,0.0,4.63,12.57,0.66
Iago Falqué Silva,Left Wing,91,32.0,38.0,2.0,0.181542356,5.0,18.0,0.0,31.65,37.58,1.98,0.18,4.95,17.8,0.0
Iago Herrerín Buisán,Goalkeeper,363,72.0,150.0,0.0,0.0,21.0,1.0,1.0,17.85,37.19,0.0,0.0,5.21,0.25,0.25
Ian González Nieto,Right Wing,92,9.0,11.0,1.0,0.26258382,0.0,0.0,0.0,8.8,10.76,0.98,0.26,0.0,0.0,0.0
Ibai Gómez Pérez,Left Wing,1149,152.0,220.0,11.0,1.1288501705,30.0,143.0,13.0,11.91,17.23,0.86,0.09,2.35,11.2,1.02
Ibrahim Afellay,Left Wing,1548,401.0,460.0,10.0,0.474328273,32.0,71.0,11.0,23.31,26.74,0.58,0.03,1.86,4.13,0.64
Ibrahim Amadou,Center Defensive Midfield,187,20.0,28.0,0.0,0.0,4.0,14.0,0.0,9.63,13.48,0.0,0.0,1.93,6.74,0.0
Ibrahima Baldé,Right Center Midfield,278,9.0,9.0,0.0,0.0,6.0,19.0,0.0,2.91,2.91,0.0,0.0,1.94,6.15,0.0
Ibán Javier Cuadrado Alonso,Right Center Back,178,41.0,51.0,0.0,0.0,3.0,9.0,0.0,20.73,25.79,0.0,0.0,1.52,4.55,0.0
Iddrisu Baba Mohammed,Right Center Midfield,163,37.0,45.0,1.0,0.15642844,9.0,35.0,0.0,20.43,24.85,0.55,0.09,4.97,19.33,0.0
Idriss Carlos Kameni,Goalkeeper,3756,736.0,1192.0,0.0,0.0,232.0,6.0,5.0,17.64,28.56,0.0,0.0,5.56,0.14,0.12
Idrissa Doumbia,Center Defensive Midfield,150,38.0,41.0,0.0,0.0,5.0,23.0,1.0,22.8,24.6,0.0,0.0,3.0,13.8,0.6
Ignacio Camacho Barnola,Right Defensive Midfield,2724,1092.0,1459.0,25.0,1.9524342749999999,185.0,652.0,19.0,36.08,48.2,0.83,0.06,6.11,21.54,0.63
Ignacio Cases Mora,Left Defensive Midfield,2386,847.0,1043.0,24.0,1.121716812,137.0,524.0,19.0,31.95,39.34,0.91,0.04,5.17,19.77,0.72
Ignacio Monreal Eraso,Left Back,1012,315.0,420.0,3.0,0.185415968,21.0,153.0,1.0,28.01,37.35,0.27,0.02,1.87,13.61,0.09
Ignacio Pérez Santamaría,Left Back,756,211.0,288.0,0.0,0.0,35.0,152.0,11.0,25.12,34.29,0.0,0.0,4.17,18.1,1.31
Ignacio Vidal Miralles,Right Back,271,62.0,85.0,0.0,0.0,5.0,29.0,2.0,20.59,28.23,0.0,0.0,1.66,9.63,0.66
Igor Gabilondo del Campo,Left Midfield,525,63.0,96.0,3.0,0.117416572,17.0,98.0,4.0,10.8,16.46,0.51,0.02,2.91,16.8,0.69
Igor Lichnovsky Osorio,Left Center Back,184,17.0,26.0,0.0,0.0,2.0,18.0,1.0,8.32,12.72,0.0,0.0,0.98,8.8,0.49
Igor Zubeldia Elorza,Right Center Back,684,241.0,269.0,1.0,0.029388726,34.0,78.0,3.0,31.71,35.39,0.13,0.0,4.47,10.26,0.39
Ikechukwu Uche,Right Center Forward,940,74.0,103.0,10.0,0.800167624,17.0,76.0,12.0,7.09,9.86,0.96,0.08,1.63,7.28,1.15
Iker Casillas Fernández,Goalkeeper,1346,222.0,396.0,0.0,0.0,74.0,3.0,1.0,14.84,26.48,0.0,0.0,4.95,0.2,0.07
Iker Muniain Goñi,Left Wing,2696,765.0,930.0,31.0,3.6893380970000003,134.0,322.0,41.0,25.54,31.05,1.03,0.12,4.47,10.75,1.37
Imanol Agirretxe Arruti,Center Forward,1676,258.0,373.0,51.0,9.579244640999999,38.0,195.0,10.0,13.85,20.03,2.74,0.51,2.04,10.47,0.54
Ion Vélez Martínez,Center Forward,92,8.0,10.0,1.0,0.11942796,2.0,4.0,0.0,7.83,9.78,0.98,0.12,1.96,3.91,0.0
Iriney Santos Da Silva,Right Defensive Midfield,404,143.0,180.0,4.0,0.1271034636,32.0,127.0,9.0,31.86,40.1,0.89,0.03,7.13,28.29,2.0
Isaac Ajayi Success,Right Wing,2717,444.0,721.0,58.0,5.9106645187,112.0,343.0,61.0,14.71,23.88,1.92,0.2,3.71,11.36,2.02
Isaac Carcelén Valencia,Right Back,179,20.0,31.0,0.0,0.0,3.0,13.0,1.0,10.06,15.59,0.0,0.0,1.51,6.54,0.5
Isaac Gómez Sánchez,Center Attacking Midfield,92,3.0,4.0,0.0,0.0,0.0,7.0,0.0,2.93,3.91,0.0,0.0,0.0,6.85,0.0
